param revenue :=
  [*,1] P1 5.04851136532215, P2 8.82968369035379, P3 8.56789919787368, P4 7.08687122238756, 
  [*,971] P1 5.44631209897268, P2 9.17717794060705, P3 8.54487194942119, P4 6.02858146728406, 
  [*,972] P1 8.11623175685386, P2 9.64429927609157, P3 7.09186238978025, P4 5.86505805533644, 
  [*,973] P1 8.44918746225088, P2 6.5124708037656, P3 9.31747788454118, P4 7.11888327438894, 
  [*,974] P1 9.37671957249739, P2 6.4699562175538, P3 6.64551515119341, P4 5.89748261991866, 
  [*,975] P1 8.55985293009656, P2 6.1546348549022, P3 8.20523619596105, P4 6.27726197448766, 
  [*,976] P1 9.37758284630377, P2 6.86711639047173, P3 5.29738931194948, P4 6.27215660188914, 
  [*,977] P1 11.265748949973, P2 7.47343952145668, P3 5.06313379397807, P4 5.16873849453357, 
  [*,978] P1 8.35847199087952, P2 10.3099568692856, P3 5.98302333833118, P4 5.68034341909432, 
  [*,979] P1 5.20222937899547, P2 6.42882457667406, P3 7.63868068449888, P4 6.85819188945434, 
  [*,980] P1 11.4122919402286, P2 6.38515386503163, P3 6.78207554524506, P4 5.75363804801649, 
  [*,981] P1 10.2526037434807, P2 8.44194087682796, P3 6.51158697413428, P4 5.57770059772544, 
  [*,982] P1 10.9920005687655, P2 9.84708709010947, P3 7.02001635802707, P4 6.33056777332474, 
  [*,983] P1 11.7472702327817, P2 9.15447214840931, P3 6.17322515964699, P4 5.16889286148412, 
  [*,984] P1 7.62530098554984, P2 7.68275619866311, P3 7.2495706972445, P4 6.43381477016507, 
  [*,985] P1 10.4423570191911, P2 5.21592376332923, P3 7.15969845093101, P4 6.33853529739365, 
  [*,986] P1 11.5994015390364, P2 6.46339332932615, P3 8.94038541287528, P4 5.72484318940792, 
  [*,987] P1 11.1099625142765, P2 6.97669361335705, P3 6.71240516654392, P4 6.30314620283579, 
  [*,988] P1 7.28335505260197, P2 8.72296450801109, P3 5.77865226041511, P4 5.91871914140326, 
  [*,989] P1 5.5113536084105, P2 10.0786938182635, P3 5.94238363481954, P4 5.33727020868213, 
  [*,990] P1 11.1170867993895, P2 7.06428511778034, P3 9.90849606399052, P4 5.98535887794454, 
  [*,991] P1 10.6590223078251, P2 6.30212677931559, P3 6.75238392132449, P4 5.69010664443944, 
  [*,992] P1 5.67126399033215, P2 5.5372590009451, P3 9.49401021768993, P4 7.10839812596952, 
  [*,993] P1 10.1999270550569, P2 10.4694072466708, P3 6.87629741298441, P4 6.30542335523662, 
  [*,994] P1 10.1316586754111, P2 9.52934459538711, P3 7.39734507995183, P4 5.66532447208311, 
  [*,995] P1 8.58044006620763, P2 10.8177827630981, P3 5.01164594041552, P4 6.2332016681692, 
  [*,996] P1 10.1929277973637, P2 7.29772655297341, P3 6.8246433900403, P4 5.65494985729956, 
  [*,997] P1 9.71009027745987, P2 6.04978651414003, P3 8.24031367731927, P4 6.30477559612353, 
  [*,998] P1 10.1632225358216, P2 5.09193138167411, P3 8.7939396820337, P4 6.22238869749404, 
  [*,999] P1 7.3719932305001, P2 5.6678229147454, P3 9.2872075674675, P4 7.80213396348775, 
  [*,1000] P1 8.59580091708977, P2 9.39634150933312, P3 5.29107783149841, P4 6.03968935768941, 
  [*,1001] P1 7.68031907943451, P2 6.09416445523934, P3 8.60400703681017, P4 6.68824313046046, 
  [*,1002] P1 6.78679422933727, P2 8.14616452216639, P3 9.35701120878109, P4 5.98857106042796, 
  [*,1003] P1 10.1187069096826, P2 7.66173821641906, P3 7.28499245789359, P4 5.71738429481349, 
  [*,1004] P1 7.71656816107737, P2 11.3745668072705, P3 6.84646238030588, P4 5.30334562354832, 
  [*,1005] P1 11.1434272851521, P2 5.81589343354185, P3 9.08572076017556, P4 6.42936574991706, 
  [*,1006] P1 8.75015358822928, P2 7.91214833305861, P3 7.41987472650931, P4 5.92342797816363, 
  [*,1007] P1 5.2290760168276, P2 9.23377548892688, P3 6.14198653725738, P4 5.72973402832853, 
  [*,1008] P1 9.84368790941235, P2 8.56898227182604, P3 5.51103078422002, P4 5.18978183197778, 
  [*,1009] P1 8.40496147873455, P2 8.28224544216546, P3 6.00339240511578, P4 6.20662467876061, 
  [*,1010] P1 10.0585946590101, P2 8.80526612044507, P3 5.07389622142463, P4 5.2447695311797, 
  [*,1011] P1 6.34515076378092, P2 5.86354209105281, P3 8.24435719757379, P4 7.02581908710843, 
  [*,1012] P1 7.44981448355037, P2 8.39585121613952, P3 6.40054892385417, P4 7.03588235718495, 
  [*,1013] P1 9.82893988077437, P2 6.4006772456152, P3 7.93149143971561, P4 6.50494176117422, 
  [*,1014] P1 5.51354654460209, P2 9.19461444728842, P3 7.10129415831783, P4 7.39721475218109, 
  [*,1015] P1 9.0499032593503, P2 10.312462388741, P3 6.28791991408072, P4 5.41175366845524, 
  [*,1016] P1 5.19359987147185, P2 7.89314293905753, P3 8.53991339728918, P4 7.06210703123125, 
  [*,1017] P1 7.81639065153242, P2 9.12994585073431, P3 5.89712603185604, P4 5.60852789773824, 
  [*,1018] P1 9.11454872940951, P2 8.97942854609185, P3 6.48033363280811, P4 5.75659440829367, 
  [*,1019] P1 5.77575354160945, P2 6.80825122138341, P3 8.60793021618468, P4 6.97440558872802, 
  [*,1020] P1 9.8499888531821, P2 9.26219601152254, P3 6.49793222986443, P4 5.50788897146776, 
  [*,1021] P1 10.1838037253656, P2 8.3546017729224, P3 7.06792052175976, P4 6.29683257620907, 
  [*,1022] P1 10.3035737478717, P2 5.80810932191479, P3 8.27284615338752, P4 6.80291896377753, 
  [*,1023] P1 9.68410603540753, P2 9.54417885641277, P3 5.01211726526023, P4 5.66523429854557, 
  [*,1024] P1 6.75124113454854, P2 11.2678965260587, P3 6.22230105858704, P4 5.81901874994265, 
  [*,1025] P1 8.35966679385272, P2 8.73637486738104, P3 9.45785863958759, P4 6.18259717464007, 
  [*,1026] P1 7.87747688223909, P2 10.2822301037091, P3 8.1069506575253, P4 5.63025273297411, 
  [*,1027] P1 8.39029969643355, P2 5.66291540881932, P3 8.04478281832582, P4 6.34569428523775, 
  [*,1028] P1 9.73293605790734, P2 10.6583023571049, P3 6.04925767332795, P4 5.31212397904, 
  [*,1029] P1 8.3147748319756, P2 7.15657172017372, P3 10.3326106354396, P4 7.084367654228, 
  [*,1030] P1 9.83933945803718, P2 7.88715663796623, P3 9.5348954382765, P4 5.85187103641596, 
  [*,1031] P1 6.70245635859238, P2 7.71673280946134, P3 8.92465137757912, P4 6.49775104881056, 
  [*,1032] P1 6.96962220064191, P2 5.19337262757677, P3 8.41964890719213, P4 7.52217320171098, 
  [*,1033] P1 5.29238246654261, P2 5.0571955750147, P3 11.0597215173572, P4 6.77786882944783, 
  [*,1034] P1 10.3830138890225, P2 7.63761766083703, P3 5.95433638281984, P4 5.52652535690488, 
  [*,1035] P1 6.62513407249859, P2 7.17189895096655, P3 6.49756218853829, P4 6.64576651989089, 
  [*,1036] P1 7.38399274028755, P2 7.69636121957924, P3 6.6526343283701, P4 6.05686994937041, 
  [*,1037] P1 7.87620132646323, P2 9.47776592214387, P3 5.2185978672618, P4 6.42407528022473, 
  [*,1038] P1 7.36786671440577, P2 6.30612120433688, P3 6.04557324127383, P4 6.0806237193473, 
  [*,1039] P1 10.6544302446272, P2 9.90445216035786, P3 5.53441081297382, P4 5.18496540755318, 
  [*,1040] P1 8.2646538717271, P2 6.93145207934266, P3 6.30536122945722, P4 5.39090762401941, 
  [*,1041] P1 5.94916803040864, P2 7.17484715518352, P3 9.6073176825147, P4 6.84102439417871, 
  [*,1042] P1 5.80738977435022, P2 10.5029927435097, P3 6.73288324580587, P4 6.92944558201791, 
  [*,1043] P1 8.52572661701353, P2 6.24398465478658, P3 8.83492043575137, P4 6.33584883931017, 
  [*,1044] P1 7.21992912580764, P2 7.30214201079481, P3 8.05086760276379, P4 7.33979894297787, 
  [*,1045] P1 9.05536846406094, P2 8.88311803792747, P3 5.27875971163379, P4 5.67522434921355, 
  [*,1046] P1 5.33258610365972, P2 10.4874054123551, P3 6.8035022938642, P4 5.59326295910052, 
  [*,1047] P1 10.3868256441535, P2 8.74122089187846, P3 7.07083080122007, P4 5.7054430918148, 
  [*,1048] P1 9.99569962244643, P2 6.27232295700287, P3 8.5682292478714, P4 6.44028413369146, 
  [*,1049] P1 9.62864905218924, P2 11.7223927486752, P3 5.41537692396181, P4 5.32348771203203, 
  [*,1050] P1 6.87623789129124, P2 6.97354504980202, P3 6.97792910826979, P4 6.52026981618295, 
  [*,1051] P1 9.59416027606161, P2 6.05672564439623, P3 10.2512659462891, P4 6.31428755091399, 
  [*,1052] P1 10.9508745239744, P2 5.9341459922759, P3 8.15432550932726, P4 6.6512795823108, 
  [*,1053] P1 9.83456799066545, P2 7.61158421878173, P3 6.60020320730389, P4 5.8963522848315, 
  [*,1054] P1 9.91008245646303, P2 6.51241388590764, P3 8.63689500519117, P4 6.10764256357128, 
  [*,1055] P1 11.8059327387114, P2 8.57917761302287, P3 7.11197274150701, P4 5.25149503918949, 
  [*,1056] P1 11.0706920954112, P2 6.33404033425718, P3 6.02228141773229, P4 5.00508064328218, 
  [*,1057] P1 7.60846125103062, P2 8.97840640927082, P3 7.61305336705514, P4 6.55679605912876, 
  [*,1058] P1 8.30455643278192, P2 8.12714517728925, P3 7.47796887128005, P4 6.17780413305228, 
  [*,1059] P1 6.65906380346641, P2 8.14113015735223, P3 6.83313608354402, P4 6.56730301500403, 
  [*,1060] P1 8.64508823161291, P2 10.4011217932015, P3 6.04038669002742, P4 5.78445667897912, 
  [*,1061] P1 9.08038664046814, P2 9.17275141952102, P3 8.9592731453352, P4 5.96400601947054, 
  [*,1062] P1 8.49639245494095, P2 9.5241808895259, P3 7.87295529187808, P4 5.95586763185027, 
  [*,1063] P1 10.7337262796352, P2 6.56104310705641, P3 7.24198773485738, P4 5.68204221879527, 
  [*,1064] P1 7.06775288983148, P2 11.1007734181965, P3 6.98197337634835, P4 6.23330157584218, 
  [*,1065] P1 9.82917068204679, P2 8.4413408457112, P3 6.25531825553111, P4 6.35517094465096, 
  [*,1066] P1 10.2617256839598, P2 5.77216798993739, P3 10.1103811431065, P4 5.7269538464425, 
  [*,1067] P1 6.00770251048083, P2 9.58861396413027, P3 7.39308100359622, P4 5.77789103511685, 
  [*,1068] P1 8.41754886229416, P2 10.7071168418181, P3 7.7346006017418, P4 6.32266368105236, 
  [*,1069] P1 7.96621513619683, P2 6.15510080120429, P3 9.4302342126967, P4 6.62195903134923, 
  [*,1070] P1 8.54376422953298, P2 6.85447579917835, P3 10.7714757545661, P4 6.37251145158352, 
  [*,1071] P1 7.40561174949829, P2 10.7322355282054, P3 5.7516085506827, P4 5.92443633786801, 
  [*,1072] P1 9.21669114809715, P2 8.46194672825056, P3 7.2095259728039, P4 6.32709294481599, 
  [*,1073] P1 7.96214290084322, P2 6.3159275468047, P3 8.65168338485091, P4 6.45122363302403, 
  [*,1074] P1 11.1170508954025, P2 6.67301841264634, P3 7.42831360701803, P4 5.28552269852496, 
  [*,1075] P1 10.2829528776193, P2 11.0179209274488, P3 7.03592266992555, P4 6.11961705636584, 
  [*,1076] P1 7.61955279307212, P2 6.52416188257925, P3 6.1103028551641, P4 6.11144751717781, 
  [*,1077] P1 11.957640375387, P2 9.28729362338424, P3 7.08537306621778, P4 5.56277508308553, 
  [*,1078] P1 8.98206937387963, P2 9.08783942949655, P3 5.26061469493274, P4 6.04067628917821, 
  [*,1079] P1 5.51996872063987, P2 10.4576760432888, P3 6.12413860327929, P4 6.32133760336744, 
  [*,1080] P1 6.82522731895098, P2 7.39740319028592, P3 5.9712743488095, P4 6.43972967083094, 
  [*,1081] P1 8.60459729331623, P2 8.94922647763155, P3 5.31156794621286, P4 5.97913684977786, 
  [*,1082] P1 6.67026393766711, P2 5.19147550049575, P3 6.99415737720376, P4 6.40217607372839, 
  [*,1083] P1 9.74453249975736, P2 5.83004243011242, P3 9.56381016802673, P4 6.11333422091761, 
  [*,1084] P1 5.9278026504457, P2 5.26264089955833, P3 6.69692585859507, P4 6.54131395161252, 
  [*,1085] P1 8.17957827091933, P2 8.02252731780991, P3 5.56676270806233, P4 6.0702761744538, 
  [*,1086] P1 7.35011221308582, P2 7.13418371694488, P3 8.06864916798084, P4 6.96743038248728, 
  [*,1087] P1 9.7983494362896, P2 8.41589976580847, P3 7.82079966547933, P4 6.90678545927165, 
  [*,1088] P1 5.15207018406913, P2 5.74193705480109, P3 8.78741531265749, P4 7.19988820906429, 
  [*,1089] P1 7.77093282358674, P2 8.13170703029097, P3 6.60159428276482, P4 6.24555458013114, 
  [*,1090] P1 9.69968498994758, P2 5.45361952248136, P3 8.60702663575719, P4 6.1189574645706, 
  [*,1091] P1 9.55491919115548, P2 7.7255288207436, P3 8.9728005627804, P4 5.92524321262006, 
  [*,1092] P1 10.3099876993585, P2 6.61112794781822, P3 8.40266216753947, P4 6.0426110066999, 
  [*,1093] P1 5.56455004155733, P2 7.61431183327228, P3 9.01816106128214, P4 6.94100942830125, 
  [*,1094] P1 9.94672573089225, P2 8.0695404883609, P3 8.31323607793162, P4 5.63045209614196, 
  [*,1095] P1 7.35332400183287, P2 5.6119417568935, P3 9.79931091824762, P4 6.95318645096036, 
  [*,1096] P1 11.6127465358518, P2 6.60357640998277, P3 8.48010153756113, P4 5.95000593427901, 
  [*,1097] P1 10.9357252080279, P2 7.4720394286827, P3 6.32521931982956, P4 5.77871291906917, 
  [*,1098] P1 11.0517910101776, P2 5.08925071003902, P3 9.12024819371943, P4 6.08091867289122, 
  [*,1099] P1 11.1567215434379, P2 7.90730745623398, P3 6.69651710016431, P4 6.0210119222266, 
  [*,1100] P1 6.58919244096665, P2 6.26820550894648, P3 7.52258569374511, P4 6.70860426186696, 
  [*,1101] P1 8.55432937887463, P2 8.54670379634756, P3 7.51663670112364, P4 6.02536215390256, 
  [*,1102] P1 8.69984762066577, P2 7.59368360551989, P3 6.77948131983541, P4 5.38509208247518, 
  [*,1103] P1 9.07292843519904, P2 7.5776996102728, P3 7.56032539812008, P4 5.94362995359195, 
  [*,1104] P1 11.2306215750746, P2 9.5469116602969, P3 8.61350586803326, P4 6.42136370991739, 
  [*,1105] P1 10.3040442442834, P2 6.80315996997455, P3 7.78158979137357, P4 6.42935327447381, 
  [*,1106] P1 9.60795760096674, P2 9.61087813608714, P3 5.95595725861055, P4 5.45474644280916, 
  [*,1107] P1 5.56706523964089, P2 6.77711713348102, P3 7.02839065530926, P4 7.37316779163017, 
  [*,1108] P1 8.55080806010698, P2 8.31964558345502, P3 6.5378376055817, P4 6.30865560153841, 
  [*,1109] P1 5.65756726816952, P2 10.6857994168754, P3 6.66255773934538, P4 5.84069947699169, 
  [*,1110] P1 8.84520751203018, P2 9.57873917320136, P3 6.80308797571798, P4 5.91083813951686, 
  [*,1111] P1 8.7356783799075, P2 6.74730196070159, P3 7.74679448086468, P4 6.38204210607346, 
  [*,1112] P1 6.98925068215413, P2 5.08855019598765, P3 7.67703911418034, P4 7.51374497880303, 
  [*,1113] P1 5.89915249378235, P2 9.74031196429087, P3 8.66105785330075, P4 6.28186971829998, 
  [*,1114] P1 10.2685027920183, P2 8.16636809411147, P3 8.00257588520617, P4 5.34177956810164, 
  [*,1115] P1 8.06090872568625, P2 10.0262189548136, P3 5.09235350518643, P4 6.05395073171136, 
  [*,1116] P1 10.5361729748675, P2 7.2057233731638, P3 6.80105090573253, P4 6.15285089672932, 
  [*,1117] P1 11.5588281667066, P2 7.15723161749925, P3 7.87700749440846, P4 5.45230396877254, 
  [*,1118] P1 6.07669396247343, P2 5.53508858893792, P3 9.06434385625644, P4 7.60547737190629, 
  [*,1119] P1 5.53315378771064, P2 10.5480803806222, P3 6.41288161429022, P4 6.1802523537371, 
  [*,1120] P1 7.77215428250829, P2 7.58995497234238, P3 6.27381661199177, P4 6.1441900896755, 
  [*,1121] P1 8.26478661358968, P2 9.97419438641941, P3 6.52292559656418, P4 5.29851120818322, 
  [*,1122] P1 10.9221087972479, P2 9.19848760511479, P3 6.01607311054021, P4 5.8489433306684, 
  [*,1123] P1 9.80384750217727, P2 9.00593655115762, P3 5.04350609266602, P4 5.96588582596261, 
  [*,1124] P1 8.94902509613815, P2 9.28321783082158, P3 8.23819718532471, P4 6.03335626448277, 
  [*,1125] P1 6.02584068529872, P2 5.94981966283056, P3 9.22246687185926, P4 6.17660474207154, 
  [*,1126] P1 7.10495657791072, P2 9.70469528263906, P3 6.14190761616927, P4 6.59440234707698, 
  [*,1127] P1 10.1615369621841, P2 8.82631721762647, P3 6.62122182545768, P4 5.96728634819129, 
  [*,1128] P1 6.5060013153019, P2 7.94618524652047, P3 8.32107260293058, P4 6.50494421056441, 
  [*,1129] P1 6.82776976955942, P2 8.0910676216164, P3 7.31728511266419, P4 6.14886597654794, 
  [*,1130] P1 7.35903093175991, P2 8.72138212349486, P3 7.39950248337476, P4 5.91148424112631, 
  [*,1131] P1 11.805622926707, P2 5.28397907166557, P3 9.08266328668474, P4 5.27787747650448, 
  [*,1132] P1 9.9197899730503, P2 6.23620286353587, P3 7.95606428856, P4 5.3060542339477, 
  [*,1133] P1 11.5693085466169, P2 5.48888751401429, P3 10.4423793889303, P4 6.05092108512848, 
  [*,1134] P1 9.82589591807392, P2 8.25652192059633, P3 6.22362406872492, P4 5.37758027218309, 
  [*,1135] P1 10.5676708686683, P2 9.27925265142747, P3 6.23515742097146, P4 5.64371425988572, 
  [*,1136] P1 7.92723360832751, P2 7.91009103733603, P3 5.94639757654198, P4 6.33335306676536, 
  [*,1137] P1 7.69359717991822, P2 8.29830154603259, P3 6.67220276197387, P4 6.0373508889319, 
  [*,1138] P1 6.62882621716543, P2 10.0963659160998, P3 6.792968066444, P4 6.28027744989654, 
  [*,1139] P1 8.53987239619659, P2 5.02488781022306, P3 11.0390522595604, P4 7.12000863727216, 
  [*,1140] P1 11.3015436240558, P2 7.79095904154389, P3 5.03490448027592, P4 5.48169641406504, 
  [*,1141] P1 6.67774198934123, P2 5.98285259473677, P3 9.66287384137632, P4 7.44453849083217, 
  [*,1142] P1 6.43110638093931, P2 5.85152654857216, P3 7.55838967939624, P4 6.82183757844361, 
  [*,1143] P1 5.19783066609753, P2 11.7588778183414, P3 7.45821942336618, P4 6.09132486765501, 
  [*,1144] P1 8.05259120349213, P2 10.5086655504561, P3 6.14517021852962, P4 5.33710875933463, 
  [*,1145] P1 9.32594227605381, P2 7.18870364719081, P3 7.29039102017006, P4 5.39936055964514, 
  [*,1146] P1 5.73689728770985, P2 7.51264974969723, P3 6.14165750780399, P4 7.18176591521533, 
  [*,1147] P1 8.99546085826706, P2 7.3622192974142, P3 7.21036189950128, P4 6.77453885429213, 
  [*,1148] P1 9.29823590272756, P2 6.15269060543065, P3 7.38202772718638, P4 5.89507310087261, 
  [*,1149] P1 6.09908465781799, P2 10.9195244630277, P3 5.70831316286992, P4 6.42888859801292, 
  [*,1150] P1 9.14921332151038, P2 7.42250390380896, P3 7.93118092346873, P4 5.69352176927821, 
  [*,1151] P1 6.49003293252487, P2 6.18333437622243, P3 7.54368322394793, P4 7.14340898941186, 
  [*,1152] P1 10.7038791169862, P2 8.11838707070934, P3 7.04049416334333, P4 5.49685070523389, 
  [*,1153] P1 6.95472222524689, P2 5.38251825126901, P3 8.0057785737946, P4 7.69872921697889, 
  [*,1154] P1 7.41011488890161, P2 10.3993443748485, P3 8.51017876670408, P4 6.47028463482024, 
  [*,1155] P1 6.93472736099041, P2 11.9878497130466, P3 8.7420617987209, P4 5.82249159124544, 
  [*,1156] P1 7.7467678554612, P2 8.16286508693576, P3 7.23302249398613, P4 6.9887256437436, 
  [*,1157] P1 10.4254933599617, P2 5.69029189272053, P3 6.24852889662398, P4 6.21320181729896, 
  [*,1158] P1 9.80924867129557, P2 5.14190462976112, P3 8.90545168724596, P4 6.92684733223842, 
  [*,1159] P1 8.6864800207288, P2 8.79158597878347, P3 6.9936682860952, P4 5.75257834231603, 
  [*,1160] P1 10.3397705647678, P2 5.59189202843996, P3 7.88119698631797, P4 6.60313919713481, 
  [*,1161] P1 5.66271172849656, P2 8.00508978809374, P3 8.59526045829461, P4 7.53788057547548, 
  [*,1162] P1 6.27755906034963, P2 8.46462603935709, P3 8.75374729200301, P4 6.28519223276673, 
  [*,1163] P1 9.06696330295827, P2 6.44351410348224, P3 5.94628389056826, P4 6.6037637846194, 
  [*,1164] P1 11.6087140613064, P2 10.6138801453546, P3 5.10969105901131, P4 5.46192788753408, 
  [*,1165] P1 9.44314475754273, P2 6.68335645148559, P3 8.99575288896011, P4 6.39006896159054, 
  [*,1166] P1 10.7850639883215, P2 11.0149964482519, P3 5.60675389299587, P4 5.43528090526217, 
  [*,1167] P1 8.95976836722071, P2 8.66419594797327, P3 6.9337932123222, P4 6.1598125385601, 
  [*,1168] P1 9.19846021268701, P2 7.21936949777571, P3 8.05477901625771, P4 6.41692479376197, 
  [*,1169] P1 8.28363763218782, P2 6.39218837080782, P3 6.68828969991015, P4 5.47397726202016, 
  [*,1170] P1 9.33314119768196, P2 5.6968868187409, P3 7.17359355371048, P4 5.61354574773922, 
  [*,1171] P1 9.88818938530629, P2 7.3313785912968, P3 6.19426838197479, P4 5.26405547313854, 
  [*,1172] P1 6.92891210951409, P2 5.67280558809023, P3 6.12975574532024, P4 6.91385293959826, 
  [*,1173] P1 9.62770927880887, P2 7.49194540278626, P3 9.18198440836842, P4 6.44973797782924, 
  [*,1174] P1 8.20645005620916, P2 8.54263593141095, P3 7.19235123420806, P4 5.8919629851692, 
  [*,1175] P1 5.62372420625662, P2 11.5691700251497, P3 6.71229802057091, P4 6.48457909997783, 
  [*,1176] P1 9.86096044619911, P2 6.68377602948046, P3 11.3121524735783, P4 6.9450688518078, 
