param revenue :=
  [*,1] P1 7.49203628371034, P2 7.54716551370978, P3 8.62885703549665, P4 6.65308821662005, 
  [*,761] P1 10.1665844521636, P2 7.59984751078562, P3 7.65217967522071, P4 6.60622961574135, 
  [*,762] P1 9.06901164502309, P2 9.24194261277353, P3 6.68080297942253, P4 6.92901501387839, 
  [*,763] P1 8.073677229097, P2 7.25359497841257, P3 10.7186564984799, P4 7.24937268547039, 
  [*,764] P1 11.6424650305663, P2 10.4809503527416, P3 6.38568418271476, P4 5.17719999538661, 
  [*,765] P1 5.36965876629546, P2 7.71540857771232, P3 8.30739583368675, P4 6.6141214524681, 
  [*,766] P1 6.6779393697565, P2 8.96075277596468, P3 7.06809915861376, P4 6.22440916808944, 
  [*,767] P1 8.18917591467496, P2 7.28592455337941, P3 6.47200307292496, P4 6.24025093554153, 
  [*,768] P1 9.80060169121095, P2 6.78378033262048, P3 6.00860436839097, P4 6.65739837634438, 
  [*,769] P1 8.17293377234016, P2 6.68478618138101, P3 9.62443942832957, P4 6.32716701721876, 
  [*,770] P1 8.78860745624053, P2 5.20841074502414, P3 8.51087872533615, P4 5.83029387320597, 
  [*,771] P1 8.36447681689818, P2 5.66114393651868, P3 7.49758589134208, P4 6.14858113114781, 
  [*,772] P1 10.6595579013605, P2 5.27868835861371, P3 6.63546416120818, P4 5.90506761408185, 
  [*,773] P1 11.0643682103608, P2 9.93073401568288, P3 6.80670829606284, P4 5.04440943246825, 
  [*,774] P1 5.26573938543446, P2 8.3750780552821, P3 6.92317304462918, P4 6.07126931165832, 
  [*,775] P1 7.18454867447199, P2 10.177237730032, P3 7.76678529333137, P4 5.90347646354216, 
  [*,776] P1 5.67351837716147, P2 6.66657153023587, P3 8.37990206389027, P4 6.10953737434189, 
  [*,777] P1 7.5393331052059, P2 8.63412816519139, P3 6.90508277270678, P4 5.85515288728463, 
  [*,778] P1 6.25759891936672, P2 5.33364400461241, P3 5.29756511641483, P4 6.41194636859862, 
  [*,779] P1 9.84716350886408, P2 6.68788230512623, P3 7.90028491416143, P4 5.3646308259276, 
  [*,780] P1 7.13809568462967, P2 5.10520240423187, P3 5.58755955864561, P4 6.73838569650878, 
  [*,781] P1 9.119378695198, P2 9.61823204759524, P3 6.18792613274182, P4 5.60639933610191, 
  [*,782] P1 6.86992421387646, P2 10.7805142113206, P3 5.86867177553153, P4 5.86669070502193, 
  [*,783] P1 6.22525435868521, P2 6.05601290260504, P3 8.3242676451787, P4 6.41172361638928, 
  [*,784] P1 8.51229879745639, P2 5.65146537900068, P3 7.23609655740896, P4 6.89197809936513, 
  [*,785] P1 10.1916069202785, P2 9.64463365559853, P3 5.86349824042726, P4 5.09317858297587, 
  [*,786] P1 11.5831100360145, P2 7.47647158125627, P3 6.59784237245435, P4 5.05812156676993, 
  [*,787] P1 6.87743302799297, P2 7.88356688315212, P3 8.42810832069542, P4 6.23445759885476, 
  [*,788] P1 9.70920809781297, P2 7.17140868259147, P3 6.58892642644989, P4 5.43266740892877, 
  [*,789] P1 5.14953949178351, P2 9.60701019991395, P3 5.09138206795024, P4 6.84443637287804, 
  [*,790] P1 11.2921490947818, P2 6.38472749551006, P3 5.68168301613094, P4 6.32822431197848, 
  [*,791] P1 11.2131828684148, P2 9.62348679128881, P3 7.51524971227397, P4 5.34928129358664, 
  [*,792] P1 7.44615278745498, P2 5.32285194618177, P3 9.88747102301404, P4 6.68443988310688, 
  [*,793] P1 10.9734837541476, P2 8.39794343675852, P3 5.58586693152681, P4 6.03199919544352, 
  [*,794] P1 9.06676505407095, P2 11.0899431700916, P3 6.92554717037305, P4 5.26951684109353, 
  [*,795] P1 9.5665135188974, P2 7.46781445741081, P3 6.23390697505818, P4 6.44306233496379, 
  [*,796] P1 9.69034191218171, P2 11.274472096909, P3 5.85864222411983, P4 5.4430051843976, 
  [*,797] P1 9.71104301191374, P2 6.36530883826456, P3 6.55612621861342, P4 5.64662897146698, 
  [*,798] P1 8.4512261975189, P2 8.56644978408203, P3 8.12642028039714, P4 6.54022219820538, 
  [*,799] P1 7.02312952992256, P2 10.9634196933831, P3 5.24193645236842, P4 5.82294724622097, 
  [*,800] P1 6.60438119534217, P2 9.09774797282287, P3 8.05381206703903, P4 6.44716881225537, 
  [*,801] P1 8.43774085496984, P2 10.8383219003456, P3 5.01688127362199, P4 5.8363880245034, 
  [*,802] P1 11.9273234670575, P2 6.30592114531412, P3 7.07618836699873, P4 5.17140298951982, 
  [*,803] P1 8.24215047297127, P2 5.82690243234072, P3 9.05354118920042, P4 5.69430626437408, 
  [*,804] P1 11.3776617360988, P2 5.25429147591393, P3 10.3291232196035, P4 5.80598118772063, 
  [*,805] P1 8.28003054061611, P2 9.09890411529875, P3 7.95658349515368, P4 5.56441391660637, 
  [*,806] P1 7.41311613383671, P2 11.7632501811432, P3 7.3922046457402, P4 5.24298242178339, 
  [*,807] P1 10.6601173725564, P2 6.02733805746209, P3 7.62741601985976, P4 5.58598782893027, 
  [*,808] P1 9.11366918683558, P2 7.23385396552547, P3 6.38349140834208, P4 6.70367053503154, 
  [*,809] P1 5.96579401178887, P2 10.1101583172906, P3 6.75137475558281, P4 5.62043748661143, 
  [*,810] P1 5.7136465321577, P2 10.3291676144686, P3 7.21824735189809, P4 5.74707057246836, 
  [*,811] P1 7.95715907540926, P2 11.671829231724, P3 6.76682980891738, P4 5.24025178464371, 
  [*,812] P1 6.96917550886183, P2 9.50108475029549, P3 6.35145488193558, P4 6.0358308047305, 
  [*,813] P1 10.1244783108614, P2 6.87517330680636, P3 7.85203153676568, P4 5.68644811402382, 
  [*,814] P1 7.06636256742218, P2 6.57323375430866, P3 7.92539933337174, P4 6.57946466863678, 
  [*,815] P1 7.96784048704386, P2 5.8033221584345, P3 10.4644341757911, P4 6.57386803063078, 
  [*,816] P1 6.73086613355753, P2 8.05374214576212, P3 8.17831083266196, P4 7.4274320953018, 
  [*,817] P1 10.3853216587163, P2 7.24591313920244, P3 7.28318535100627, P4 6.38842474189607, 
  [*,818] P1 8.7335915128536, P2 10.630922873154, P3 7.27605947821057, P4 6.45040536033343, 
  [*,819] P1 7.33511770453273, P2 11.1150441174297, P3 6.12202919067275, P4 5.44478449041933, 
  [*,820] P1 5.9106489624036, P2 6.59403787636107, P3 8.76185348662758, P4 6.009814930352, 
  [*,821] P1 6.56612663351156, P2 10.7217287841036, P3 5.38553504681913, P4 6.33495731312338, 
  [*,822] P1 6.22200257748824, P2 5.39887208159467, P3 8.77360955800145, P4 6.84563733837562, 
  [*,823] P1 7.01478788938755, P2 6.99622461887718, P3 6.6352220950746, P4 6.19111140970247, 
  [*,824] P1 10.6723768375579, P2 8.04097761709636, P3 6.98725969862954, P4 5.62705234112567, 
  [*,825] P1 6.96876220380331, P2 8.74593628918983, P3 5.94705055559124, P4 7.20495972716051, 
  [*,826] P1 10.1007159976179, P2 7.56684170319242, P3 8.3477714873281, P4 5.24673341108614, 
  [*,827] P1 11.9785711613119, P2 8.72881473645856, P3 5.75275991662317, P4 5.6937145184042, 
  [*,828] P1 6.20431519614286, P2 7.46593527294507, P3 9.00961509456302, P4 6.60381460981282, 
  [*,829] P1 9.54967325500732, P2 7.42652285452664, P3 8.33682564406759, P4 6.0506933104181, 
  [*,830] P1 6.05693618698687, P2 5.6768588904918, P3 7.79943546038469, P4 6.96574102417996, 
  [*,831] P1 6.88812984737593, P2 8.93372810870607, P3 5.52401914132034, P4 6.51677570383601, 
  [*,832] P1 11.4909922837115, P2 6.10667897072398, P3 7.03145062463399, P4 5.89179739501257, 
  [*,833] P1 6.15195378835622, P2 7.39676921916274, P3 5.92833652204899, P4 7.00828690479692, 
  [*,834] P1 5.78043982926535, P2 7.88135917533807, P3 9.1776162513401, P4 7.07116227897789, 
  [*,835] P1 5.8198321185774, P2 5.20128462096407, P3 9.40486704393726, P4 7.58709529317048, 
  [*,836] P1 10.4361569712718, P2 6.30105818637308, P3 7.58144231055777, P4 5.80552928784331, 
  [*,837] P1 6.14947129165183, P2 5.61879838857051, P3 11.2978784558725, P4 6.93126874116252, 
  [*,838] P1 5.87171017124102, P2 9.25405596980639, P3 7.1293772181119, P4 6.62720082074922, 
  [*,839] P1 8.39293139589775, P2 7.83886255416994, P3 8.75384136154609, P4 6.68341341152582, 
  [*,840] P1 5.70556551133571, P2 6.45590439461565, P3 7.41651320329722, P4 6.72745643147251, 
  [*,841] P1 9.10902833002258, P2 5.34876944020299, P3 7.64443954672681, P4 6.4102123188899, 
  [*,842] P1 6.21347937714951, P2 10.1959663218409, P3 5.37991584614932, P4 6.84530998419221, 
  [*,843] P1 11.2315243614486, P2 5.53544522600557, P3 5.55996056942915, P4 6.07689015685384, 
  [*,844] P1 8.2479101414008, P2 10.6419630720693, P3 5.55963518972972, P4 6.03787906924697, 
  [*,845] P1 9.69986530896776, P2 8.1827761410432, P3 6.21598309906367, P4 5.16406886773186, 
  [*,846] P1 5.32128196278064, P2 9.98512167000055, P3 8.25156554662032, P4 6.63543714415891, 
  [*,847] P1 9.61108543118252, P2 8.43525410784327, P3 5.83658488409178, P4 6.12799976873866, 
  [*,848] P1 10.0017417840691, P2 6.23956680782223, P3 6.74448073841106, P4 5.28299347540255, 
  [*,849] P1 5.95956063689486, P2 10.9473542441366, P3 8.37270890261345, P4 5.6581160483768, 
  [*,850] P1 9.66760468601544, P2 10.7626313697658, P3 5.80262593871582, P4 5.57174121098677, 
  [*,851] P1 7.6269188242336, P2 9.30141404350148, P3 6.15061782745979, P4 5.66887177772141, 
  [*,852] P1 9.08417396650655, P2 6.38437990673911, P3 9.93703453045477, P4 6.15986670749714, 
  [*,853] P1 8.22477426034164, P2 10.2289277767753, P3 5.78542731666863, P4 5.45930485038403, 
  [*,854] P1 9.80851183666837, P2 6.300802997844, P3 8.91948742920799, P4 7.32487821616967, 
  [*,855] P1 5.01625981270329, P2 10.245823040379, P3 6.39239166993236, P4 6.45205538453307, 
  [*,856] P1 8.73373027581995, P2 7.38695622081699, P3 7.30651718632924, P4 6.04112020058512, 
  [*,857] P1 8.78492800462976, P2 11.4235520455938, P3 6.54700635247285, P4 5.96234458306427, 
  [*,858] P1 10.0700816642092, P2 6.02953044687082, P3 6.83774729074928, P4 6.00056581472651, 
  [*,859] P1 11.1001095664341, P2 7.981136383135, P3 5.15061857797348, P4 5.08449020496161, 
  [*,860] P1 6.94666411928893, P2 5.4041382810656, P3 8.72534365996303, P4 6.9038783924247, 
  [*,861] P1 10.235552719549, P2 6.12919973199682, P3 7.93953261878537, P4 6.02263162280671, 
  [*,862] P1 6.0643265898431, P2 5.21778157023919, P3 6.44884374129279, P4 7.83852192914161, 
  [*,863] P1 5.34142960242904, P2 5.36909704272331, P3 6.76847884251453, P4 6.84500873405021, 
  [*,864] P1 7.9400345833772, P2 8.68456720786043, P3 8.36885608585434, P4 6.62541439125928, 
  [*,865] P1 6.40338653041481, P2 10.3471225601015, P3 7.03504601677598, P4 6.5242223316476, 
  [*,866] P1 8.47729502635044, P2 11.6712883959899, P3 6.01310431830172, P4 5.9220758572439, 
  [*,867] P1 7.93516585110096, P2 7.29564846149673, P3 8.54326889028001, P4 6.81110415848303, 
  [*,868] P1 11.3753867529611, P2 5.63446214473533, P3 8.40543271231282, P4 5.94967901409856, 
  [*,869] P1 10.3280788489742, P2 6.28108470927569, P3 9.32420533353027, P4 6.28441680710914, 
  [*,870] P1 9.50722570862964, P2 10.7715550690931, P3 6.31794299969121, P4 5.36284921305441, 
  [*,871] P1 11.1441026495522, P2 8.36375406497377, P3 5.21503648741123, P4 5.85584442218822, 
  [*,872] P1 9.41744408013435, P2 10.3421672238801, P3 5.30543356622325, P4 5.35206936115201, 
  [*,873] P1 7.96199815567412, P2 7.16421689255126, P3 8.34143720786357, P4 6.56823619949713, 
  [*,874] P1 5.08628913676595, P2 10.726125224777, P3 8.79109854769955, P4 6.11484994451005, 
  [*,875] P1 6.66984993811481, P2 8.12508420833903, P3 9.18978697758252, P4 6.00916954940519, 
  [*,876] P1 8.25896670098638, P2 7.57514515654188, P3 8.47822380496641, P4 5.95454118001608, 
  [*,877] P1 5.8999389476296, P2 10.2395588887309, P3 8.10027484221454, P4 5.57320212497434, 
  [*,878] P1 9.6428767068813, P2 8.48045655142592, P3 9.23103154307656, P4 5.22966961617952, 
  [*,879] P1 6.35846459130986, P2 11.3415833030008, P3 6.6849936272319, P4 6.95923840377952, 
  [*,880] P1 8.35000041896604, P2 5.2838894831541, P3 8.08008778911475, P4 6.87663785090077, 
  [*,881] P1 5.47877654502909, P2 8.45874721662947, P3 5.38442536472667, P4 6.38076513539662, 
  [*,882] P1 9.39334446235004, P2 8.15236541471082, P3 8.1820156659317, P4 5.46126463591235, 
  [*,883] P1 6.8622520883498, P2 7.6098198036866, P3 9.80899959964072, P4 7.36478639605996, 
  [*,884] P1 6.68202175156003, P2 9.5311939252467, P3 5.83524298736392, P4 5.56174145869789, 
  [*,885] P1 8.7268227820529, P2 11.2657152211285, P3 5.83386071564198, P4 6.05092389348961, 
  [*,886] P1 5.49748881234712, P2 8.71997808998451, P3 8.06503059656248, P4 6.00906854586136, 
  [*,887] P1 8.33163632607799, P2 5.00153979400343, P3 5.16069021431369, P4 6.5859682289337, 
  [*,888] P1 5.36121402409732, P2 7.69939590197965, P3 8.26585019867461, P4 6.90998640577777, 
  [*,889] P1 11.0251118463507, P2 5.76976147108709, P3 8.05586769182005, P4 6.1958138895007, 
  [*,890] P1 11.5677668694946, P2 7.64859692437364, P3 6.35612496488752, P4 5.57645032573061, 
  [*,891] P1 5.35258952592062, P2 6.41837308867585, P3 10.920197911876, P4 8.16867369193152, 
  [*,892] P1 10.933535790389, P2 7.73378972446859, P3 7.59793300294108, P4 6.30755264264104, 
  [*,893] P1 9.33569709368949, P2 9.50587449905196, P3 8.64793094722649, P4 6.09501139610794, 
  [*,894] P1 10.301476225552, P2 11.2465452725595, P3 7.87610101464964, P4 5.24515425851426, 
  [*,895] P1 8.34056396109247, P2 5.10457672202758, P3 8.47006715779878, P4 6.28140999179956, 
  [*,896] P1 10.0576490496407, P2 9.38391065355304, P3 7.71933336018739, P4 5.92312001388168, 
  [*,897] P1 9.44193889805865, P2 7.88734400678441, P3 7.16353392615134, P4 5.92164304099915, 
  [*,898] P1 11.7096319194613, P2 7.67559027039382, P3 6.86738212461463, P4 5.6941193696934, 
  [*,899] P1 8.87710365396473, P2 5.81709810702082, P3 10.9168302460585, P4 7.14852049745347, 
  [*,900] P1 9.6859618350672, P2 9.86838667711431, P3 6.92022373980476, P4 5.93293014608246, 
  [*,901] P1 11.6463856973533, P2 6.95559014247763, P3 6.40345709072444, P4 5.8653546307179, 
  [*,902] P1 7.39281731441454, P2 7.28189029158637, P3 10.4069305003141, P4 7.22953631539466, 
  [*,903] P1 10.2353954451665, P2 7.54324602234244, P3 7.6284944206236, P4 5.52339287785897, 
  [*,904] P1 9.38691457405207, P2 9.25740695133242, P3 6.6333234246538, P4 5.12900264797541, 
  [*,905] P1 5.19794856875413, P2 10.4220890662303, P3 5.70907900599618, P4 5.88171416525909, 
  [*,906] P1 5.78359863213643, P2 8.71729008615391, P3 8.07073440274723, P4 6.67172135713158, 
  [*,907] P1 10.3135335912673, P2 6.97242248677473, P3 8.28880979050095, P4 6.11462537162406, 
  [*,908] P1 5.2601499315574, P2 6.55866907991994, P3 7.87361762896739, P4 6.53739849651222, 
  [*,909] P1 5.97277526085189, P2 7.84347384597193, P3 8.05320323595661, P4 6.1542020533233, 
  [*,910] P1 5.59916069052532, P2 6.17514248188797, P3 7.47325489423548, P4 7.23787710022225, 
  [*,911] P1 7.7370018443277, P2 8.33405022935836, P3 6.96761757153349, P4 5.67437347099958, 
  [*,912] P1 6.02106776858683, P2 10.1902215265346, P3 7.25304849862588, P4 6.3639800454746, 
  [*,913] P1 5.37484293072019, P2 9.21780426802493, P3 5.23287984712726, P4 6.32518986726845, 
  [*,914] P1 9.09601063457536, P2 10.7338582003111, P3 5.21131088778884, P4 5.13949106121634, 
  [*,915] P1 11.3962764392278, P2 6.89883300482101, P3 6.36048063725977, P4 5.23918270611247, 
  [*,916] P1 7.00435975196681, P2 8.71734578434864, P3 8.23095172734286, P4 6.18216816954851, 
  [*,917] P1 6.80398761053271, P2 10.3557839444548, P3 5.14991112791728, P4 5.55871887151137, 
  [*,918] P1 11.2839850979198, P2 8.15417125249516, P3 5.86774205179358, P4 6.11497651738114, 
  [*,919] P1 11.9820374561351, P2 6.56253769331226, P3 6.91991622942321, P4 5.85457459851752, 
  [*,920] P1 9.56892802775165, P2 8.14627405184396, P3 5.66417924009617, P4 5.3916628640438, 
  [*,921] P1 8.88253822836054, P2 7.01144739966518, P3 6.45961703468912, P4 5.57537177055793, 
  [*,922] P1 10.8127354665161, P2 5.59834632645279, P3 9.13271654774475, P4 6.00791689986732, 
  [*,923] P1 9.97400117861133, P2 9.65731362923024, P3 5.23994994716746, P4 5.77712102710992, 
  [*,924] P1 6.88315002220533, P2 5.75392480875097, P3 10.731275289115, P4 6.53378812069822, 
  [*,925] P1 9.95314388872323, P2 6.25459258106395, P3 6.00346645988605, P4 5.01596953315493, 
  [*,926] P1 6.86728876772206, P2 8.93374109783388, P3 5.765717163435, P4 6.08445273662087, 
  [*,927] P1 6.59061643499928, P2 7.47876697034303, P3 8.76028348113307, P4 5.92346876613728, 
  [*,928] P1 8.31055210156202, P2 7.67079539264079, P3 8.76780820846387, P4 6.5572345384755, 
  [*,929] P1 8.28555364304211, P2 5.10115893172495, P3 10.8139272023941, P4 6.25985592410314, 
  [*,930] P1 8.30106619167267, P2 7.81592024076715, P3 7.75756647664484, P4 6.69254791213528, 
  [*,931] P1 8.2934757605735, P2 6.57495932470782, P3 7.34456409103732, P4 7.13416769303961, 
  [*,932] P1 9.60443735113688, P2 6.22086205238692, P3 5.878347229543, P4 5.13474941553339, 
  [*,933] P1 6.80237469385456, P2 6.58886688931307, P3 8.02025812035481, P4 6.96799862631486, 
  [*,934] P1 8.49942379884477, P2 7.07982791780282, P3 8.45473451210693, P4 5.52489470983675, 
  [*,935] P1 10.961176613352, P2 8.99046790833501, P3 6.83735027420741, P4 5.44377937446211, 
  [*,936] P1 8.16723899797886, P2 7.20722894599655, P3 10.1583724394358, P4 7.27244286831179, 
  [*,937] P1 8.93750388816476, P2 7.15639671109533, P3 9.06554793534545, P4 6.69175894237458, 
  [*,938] P1 7.40231265058232, P2 5.25607000969415, P3 9.6901931263432, P4 6.2863671117182, 
  [*,939] P1 8.40909677744158, P2 7.9569394262017, P3 6.79515152631361, P4 6.5964063010086, 
  [*,940] P1 11.6418897717461, P2 9.4774534077826, P3 5.64569347908917, P4 5.67185721055666, 
  [*,941] P1 5.73767637648442, P2 5.58275890817714, P3 8.01416784890477, P4 7.09584364123755, 
  [*,942] P1 11.4737094161123, P2 7.44685392180212, P3 7.24954295478352, P4 6.23782174283811, 
  [*,943] P1 10.3393354013968, P2 9.03050498411205, P3 5.59630427194285, P4 5.38509123168097, 
  [*,944] P1 7.91777944597693, P2 9.38059629585087, P3 7.23918218837942, P4 6.39421157752106, 
  [*,945] P1 5.42496598758613, P2 8.72379258755624, P3 6.80672091959895, P4 6.14212736975801, 
  [*,946] P1 6.41223730312974, P2 8.7413951181262, P3 8.89538435945864, P4 6.52758693760302, 
  [*,947] P1 11.3095320919994, P2 8.04237691953544, P3 5.10704543091232, P4 5.5393427229518, 
  [*,948] P1 7.74946866527622, P2 8.58714423411164, P3 7.31022700489682, P4 5.87143664031447, 
  [*,949] P1 7.39115090760863, P2 10.4734559063283, P3 9.10339490364772, P4 6.69066179369082, 
  [*,950] P1 5.08204197885253, P2 10.0806091823741, P3 6.53870662751367, P4 6.04655900651955, 
  [*,951] P1 10.5506920805802, P2 6.25276374108044, P3 7.66208468909841, P4 5.75716104235059, 
  [*,952] P1 9.55108989199537, P2 7.3323411113713, P3 5.51414512479615, P4 6.17193127484524, 
  [*,953] P1 11.8590822906416, P2 8.33859427075721, P3 6.48286617217954, P4 5.41618404909055, 
  [*,954] P1 11.3465384660468, P2 9.11351972678779, P3 7.31535721281924, P4 5.31534407880866, 
  [*,955] P1 6.62394861244422, P2 6.11449452238044, P3 11.6730383078954, P4 6.99217343155577, 
  [*,956] P1 7.50334365960209, P2 8.03467740322495, P3 8.50402390367444, P4 7.00259668236959, 
  [*,957] P1 7.45542525611919, P2 10.5528358828759, P3 6.78001039520537, P4 6.25988960476567, 
  [*,958] P1 10.1441300907464, P2 7.06909468022289, P3 8.02516907140215, P4 6.47327182848988, 
  [*,959] P1 6.56894988054493, P2 7.5230122712835, P3 7.09907319927631, P4 6.33134603532929, 
  [*,960] P1 7.33262806496592, P2 6.81824227513867, P3 7.51712414656024, P4 6.40119970511916, 
  [*,961] P1 9.47324523860759, P2 7.92871152673261, P3 10.3628094910769, P4 6.07338074813467, 
  [*,962] P1 6.72130060309245, P2 11.0933783856875, P3 6.91201642469549, P4 6.08462330171487, 
  [*,963] P1 6.86750169078631, P2 6.63844126351613, P3 8.48616206941471, P4 6.15928592132563, 
  [*,964] P1 6.31533828063939, P2 8.58740599157251, P3 7.51544848172951, P4 6.29386478850468, 
  [*,965] P1 9.8723769898927, P2 5.81161864684745, P3 8.39890667944129, P4 6.63700749299614, 
  [*,966] P1 5.68756137574594, P2 6.68593850916961, P3 6.93626677936714, P4 7.26445578058714, 
  [*,967] P1 6.12871048497712, P2 8.51152838047108, P3 7.03529609018911, P4 6.31346757188032, 
  [*,968] P1 5.51453829035731, P2 9.12302305360819, P3 5.7226574650878, P4 5.63647420097942, 
  [*,969] P1 9.13711559713305, P2 10.3435630960693, P3 6.23989262299087, P4 5.3161226694373, 
